id	user_id	title	created_at
57710495	11994481	KeyCode is always 229 in my WinForm Textedit in a UserControl	2019-08-29T12:43:00.523
57710496	84626	PDFlib - &quot;leading&quot; option of create_textflow	2019-08-29T12:43:05.957
57710497	11496531	How to fill associative array with sql query?	2019-08-29T12:43:07.833
57710499	5787076	Developed clangtool does not find headers outside source tree (runtime)	2019-08-29T12:43:11.523
57710502	4108584	How to disable kafka connection from spring boot test?	2019-08-29T12:43:18.827
57710503	11994576	redirect blog url to homepage	2019-08-29T12:43:20.597
57710504	9972760	As in swiper slide, make an active link only for the active slide?	2019-08-29T12:43:20.870
57710506	11994512	SSLError:CertificateError: hostname doesn't match	2019-08-29T12:43:28.050
57710507	2253323	Validating sent SMS in SMPPLIB and fetching pdu.message_id	2019-08-29T12:43:41.057
57710510	11994446	Asynchronous file writes inside http.HandleFunc in Golang	2019-08-29T12:43:42.443
57710512	11475280	How to store .format() print output to a var for reuse	2019-08-29T12:43:50.213
57710517	6268709	how do i highlight the fullcalendar timegridview current event?	2019-08-29T12:44:18.010
57710518	11253551	Compress file without saving it localy	2019-08-29T12:44:23.260
57710525	11969334	Possible HTACCESS issue not serving sub pages correctly	2019-08-29T12:44:53.397
57710526	11994440	Make img rotate when hovering over img, other img and h2	2019-08-29T12:44:54.260
57710528	7858591	How to generate a Spectrogram from double[][]	2019-08-29T12:45:00.227
57710529	6464087	How to get the list of all sheet in a dropdown list in a sidebar	2019-08-29T12:45:03.793
57710531	11680639	dataset=fetch_mldata('MNIST original')	2019-08-29T12:45:05.677
57710534	4817807	'_io.TextIOWrapper' object is not callable	2019-08-29T12:45:19.350
57710539	8409647	How to set media player to play song from specific time *in the song* using excel	2019-08-29T12:45:30.467
57710540	11577216	Update am4charts.XYChart data	2019-08-29T12:45:34.817
57710541	9072136	Hover out bar element in a Bar Chart	2019-08-29T12:45:35.980
57710544	1124682	how to put the current date in bootstrap datetimepicker	2019-08-29T12:45:55.147
57710545	9428394	can we initiate cronjob from our php file?	2019-08-29T12:46:02.010
57710547	10945543	How to save multiple form dynamic data with single submit button without reload the page in laravel?	2019-08-29T12:46:03.410
57710549	3477322	https.request doesn't work under callback - nodeJS	2019-08-29T12:46:13.683
57710552	5284595	Suggestion on tag clustering visualization	2019-08-29T12:46:20.343
57710555	11914571	IndexError: Index dimension must be &lt;= 2, when applying vectorizer.transform function	2019-08-29T12:46:29.697
57710556	8799840	Subtract rows in Pivot table	2019-08-29T12:46:33.447
57710564	1093694	elasticsearch usage of terms	2019-08-29T12:46:53.900
57710567	11987806	Why SQL query doubles the result values?	2019-08-29T12:47:08.693
57710569	2595358	wechat mini program webview Keyboard hiding EditText in android	2019-08-29T12:47:13.373
57710572	11868615	JetBrains Rider makes a lot of whitespace changes when saving C# file	2019-08-29T12:47:19.510
57710573	1405318	Quota exceeded for quota group 'AnalyticsDefaultGroup' and limit 'USER-100s' of service 'analyticsreporting.googleapis.com'	2019-08-29T12:47:31.733
57710574	10759092	How to replace &quot;&lt;td&gt;XXX&lt;/td&gt;&lt;/tr&quot; for &quot;&lt;/br&gt;XXX&quot;	2019-08-29T12:47:33.730
57710579	11994509	.newRichTextValue() not currently working	2019-08-29T12:47:48.927
57710582	1140698	puppeteer: Get base64 encoded image without separate download	2019-08-29T12:47:58.913
57710586	11994526	Backup for finisar.Sqlite database	2019-08-29T12:48:12.763
57710587	7563633	Slick Carousel: How to disable blur edges on carousel images?	2019-08-29T12:48:15.327
57710588	11571669	Understanding deep Markov model code on pyro	2019-08-29T12:48:18.670
57710590	11994510	django: while files are preparing for download , show loading animation	2019-08-29T12:48:24.883
57710591	939466	Android Studio syntax highlighting not working with additional java.srcDirs	2019-08-29T12:48:27.803
57710592	2479903	Nested CSS calc not working on IE 11 and Edge	2019-08-29T12:48:29.970
57710593	11745973	Function to test Windows activation	2019-08-29T12:48:31.587
57710596	2259558	Getting a 406 Not Acceptable from Typeform API only when using python-requests	2019-08-29T12:48:36.743
57710597	11830603	Customization of the generated PNG from the application screen	2019-08-29T12:48:39.250
57710600	6212787	how do i open same app using Deeplinking through universal links	2019-08-29T12:48:44.203
57710601	5220659	How to retrieve form field value using PHP Post	2019-08-29T12:48:49.657
57710603	11975842	Toolbar button click event doesn't work in Android	2019-08-29T12:48:50.817
57710607	2582968	EF Core2.2: Scaffold-DbContext not working with named connection string in WPF project	2019-08-29T12:48:57.053
57710609	5452256	how to get user name on remote computer who connect	2019-08-29T12:49:05.870
57710610	11994346	JavaScript if/else statement not working for unknown reason	2019-08-29T12:49:09.163
57710616	5604852	Ruby link_to error in second controller - No route matches	2019-08-29T12:49:30.270
57710621	4524291	How can i set the Annotation values using an array of object from the server:	2019-08-29T12:49:41.987
57710622	9267316	Websockets handling lost packages	2019-08-29T12:49:58.280
57710623	218640	How to use DynamicModule.withComponents of ng-dynamic-component without creating dependency for those components?	2019-08-29T12:49:59.163
57710629	11956232	How to get currently opened workspace folder path in visual studio code	2019-08-29T12:50:18.687
57710634	11899859	Click on the View Holder and go to next Activity's Fragment and show the Text View paragraph about Previous Activity View Holder through Array	2019-08-29T12:50:56.437
57710635	7636192	Tips on using @sys.date-period to resolve consistent values?	2019-08-29T12:50:58.210
57710637	3154332	Is it possible to have Open method in my own class?	2019-08-29T12:51:00.707
57710639	9361716	Fill item Id in form based on a combo box with item names	2019-08-29T12:51:04.883
57710643	1784822	php artisan workbench vendor/package --resources error in laravel 4.2	2019-08-29T12:51:24.440
57710644	4381665	How does this functional component using react hooks get its parameters?	2019-08-29T12:51:37.667
57710645	5646278	I have to transfer few objects from my development server to production server using Save file	2019-08-29T12:51:37.997
57710646	8227474	Should I finish my Computer Science Degree?	2019-08-29T12:51:41.627
57710647	9152997	Zoom on separate images Android Studio	2019-08-29T12:51:50.683
57710650	2387085	insert all columns From a Table to a Table Variable	2019-08-29T12:51:56.513
57710651	11028222	initializing Foreign Key models in code has no effect	2019-08-29T12:51:56.823
57710653	7267283	Minimise maximum distance from closest sensor: How to distribute x distance sensors in a N×M rectangle efficiently?	2019-08-29T12:51:59.567
57710654	2705611	Spring Batch FlatFile Formatting	2019-08-29T12:52:05.873
57710655	11759903	box-shadow incorrect when content has scroll	2019-08-29T12:52:06.537
57710657	10294235	How to open a custom type file and edit custom properties without using COM object ( without using Interop.DSOFile.dll as it uses com object)	2019-08-29T12:52:11.040
57710665	9207742	Filter main list based on a sublist	2019-08-29T12:52:37.067
57710666	9950088	I want a function like kafka client_id in redis pubsub	2019-08-29T12:52:37.667
57710667	572634	Copy-item using Start-ThreadJob in Powershell	2019-08-29T12:52:38.937
57710669	6550398	Sping +Mongodb Query for adding and removing inner array	2019-08-29T12:52:39.390
57710672	11993623	Telegraf issue: [outputs.influxdb] Metric buffer overflow; 3645 metrics have been dropped	2019-08-29T12:52:51.147
57710673	11994525	How to use standard threads in PyQt? is it possible?	2019-08-29T12:52:56.570
57710674	4538151	How to efficiently compute the sum of squares of each of row of a sparse matrix in R?	2019-08-29T12:52:57.870
57710675	11597358	Which is better approach to use to make joblauncher asynchronous?	2019-08-29T12:53:01.447
57710679	10153626	How to fix angular datepicker filter	2019-08-29T12:53:10.477
57710681	11994543	How to replace a string on a text file with an incrementing value of that string	2019-08-29T12:53:10.917
57710683	8885874	Python PyQT5 webview mixes url when plugin required	2019-08-29T12:53:19.623
57710687	2950115	Aqueduct ORM missing FROM clause	2019-08-29T12:53:31.537
57710688	8936551	How to design a text with decoration line in react-native Text	2019-08-29T12:53:32.780
57710690	5140756	How to return a object on v-model on &lt;md-select&gt; component on VueJS?	2019-08-29T12:53:41.660
57710693	2488942	How to log passwords tried for login?	2019-08-29T12:54:08.033
57710694	7753315	Cut() function in r behaving differently for similar data	2019-08-29T12:54:09.313
57710697	11989897	Code to display boxes based on Radio Checkboxes not working	2019-08-29T12:54:16.703
57710699	5621619	Pass multiple arguments for custom function to ... in aggregate function in R	2019-08-29T12:54:30.363
57710702	11993270	problem in writing to csv file in arrays using JS	2019-08-29T12:54:37.863
57710705	8423601	Shipping Address N/A if I make the address field optional WooCommerce	2019-08-29T12:54:59.403
57710706	7242989	Event happens before pusher subscribes to the channel	2019-08-29T12:55:04.947
57710707	6415498	How to make a regex for range between 0.001 &amp; 9999?	2019-08-29T12:55:10.513
57710708	11591770	How do a turn a list of dataframe to into just one dataframe to download into a CSV?	2019-08-29T12:55:14.037
57710711	4738685	Give perminsssion to specific multiple users in shared folder using c#	2019-08-29T12:55:19.167
57710712	11769616	Background image not visible in my web server on raspberryPi	2019-08-29T12:55:25.220
57710713	2153626	Converting a PDF document to Numpy array using Wand gives all zeros	2019-08-29T12:55:40.913
57710716	1243615	GCD: cancelation of blocks in global concurrent queue	2019-08-29T12:55:55.347
57710717	11169692	Deployed node application not working on cluster service fabric	2019-08-29T12:55:56.237
57710718	11989571	DotNetOpenAuth OAuth2	2019-08-29T12:56:08.997
57710720	7882862	Dotfuscator not rename variables and method	2019-08-29T12:56:17.547
57710721	11885180	Counting the maximum row of a given number	2019-08-29T12:56:18.177
57710722	11725992	FloatingActionButton is not visible inside ViewPager	2019-08-29T12:56:19.643
57710728	7471210	Telling apart 16 and 8 bit grascale Images in java	2019-08-29T12:56:43.497
57710732	949477	Invoke Windows Call command without starting a new console window	2019-08-29T12:56:52.013
57710739	9758079	Spring Boot - Testing with @Transactional dangerous?	2019-08-29T12:57:21.517
57710743	11878120	How do you upload a dataset from a zip file to an s3 bucket without downloading the zip file to your hard drive?	2019-08-29T12:57:41.700
57710744	5439712	Maven profile plugins	2019-08-29T12:57:45.480
57710749	1563123	updating nodejs on linux (yocto) using npm	2019-08-29T12:57:58.787
57710750	1450312	multiple image side by side in matplotlib	2019-08-29T12:58:04.467
57710751	11680199	Need to get list of records grouped by foreign key in Mongoose	2019-08-29T12:58:17.023
57710752	11628843	iOS crashes in TestFlight release	2019-08-29T12:58:18.220
57710754	10806101	expanding div width while pushing another div to get smaller	2019-08-29T12:58:26.300
57710755	11994617	Processing Null values when connecting to a XLSX file through a Unstructed Data stage	2019-08-29T12:58:34.133
57710756	11994385	Adding slash at the end of image url shows homepage content on WP+Nginx-fpm	2019-08-29T12:58:35.893
57710758	11926711	Cannot run UE4 dedicated server on linux ubuntu 16.04	2019-08-29T12:58:51.603
57710760	1612814	Merge command: Target table column not updated to 0 when source value is	2019-08-29T12:59:03.997
57710762	10605364	Excel VBA check multiple checkboxes	2019-08-29T12:59:12.603
57710763	11379191	How to update placement of margin glyphs in Visual Studio editor?	2019-08-29T12:59:19.367
57710765	10740966	Chunking DF and performing operations with multithreading	2019-08-29T12:59:24.643
57710766	7696590	Why is LastOrDefault(predicate) in LINQ faster than FirstOrDefault(predicate)	2019-08-29T12:59:24.997
57710770	6568836	How can I run Spring and spring-boot application on same embedded activemq broker	2019-08-29T12:59:36.987
57710771	671013	pytest fails with pyspark 2.3.2 but passes with 2.4.2	2019-08-29T12:59:38.827
57710773	7994308	How to write a recursive resolver using graphql?	2019-08-29T12:59:56.167
57710776	105755	Maven-publish logic inside Gradle Plugin	2019-08-29T13:00:07.110
57710778	5799598	oracle flashback feature for tables of a specific user in a database	2019-08-29T13:00:09.003
57710780	8898218	Why do file systems limit maximum length of a file name?	2019-08-29T13:00:10.833
57710784	11993769	Ajax doesn't send form data to my PHP file to send mail	2019-08-29T13:00:18.220
57710786	11988552	how to return the value of multiple refcursor in .net	2019-08-29T13:00:25.203
57710789	2405914	javax.ws.rs.core.Response with a collection as entity	2019-08-29T13:00:33.477
57710792	11624961	Jira rest api get issue attachment via python	2019-08-29T13:00:38.740
57710793	3310334	See where request came from / initiator in Safari	2019-08-29T13:00:42.283
57710800	6205880	Why I can use vuex?	2019-08-29T13:01:05.287
57710801	3965347	SAS merge big data with lookup table merging on substring from big data	2019-08-29T13:01:05.893
57710802	801544	Why won't !important; override the text color?	2019-08-29T13:01:06.210
57710803	11936988	How to rewrite this encoding for a UISwitch and also how to decode it?	2019-08-29T13:01:11.530
57710807	11994641	How to keep a background color other than image with the help of css?	2019-08-29T13:01:19.597
57710809	11803754	is there any way to stop from redirect to home page index.html?	2019-08-29T13:01:22.803
57710810	11707707	OOB values coming out as Null from Random Forest	2019-08-29T13:01:32.337
57710813	11994559	error while fetching image with current id from mysql database in folder and also want to display on next jsp page but image not display in folder	2019-08-29T13:01:40.637
57710814	5990611	jQuery parallax effect and lagging	2019-08-29T13:01:41.000
57710816	956435	Multiple collections versus single collection	2019-08-29T13:01:42.827
57710817	11385338	AppMaker Error: &quot;SEVERE: Failed due to circular reference.&quot; when I try to run server script for &quot;query.sorting&quot; a table	2019-08-29T13:01:47.303
57710820	8211126	How to send data partially available data to client using spring boot/java	2019-08-29T13:01:59.347
57710823	6696764	Spring Pagination ?size really affects request time	2019-08-29T13:02:10.937
57710824	4537686	IAM Role Attached to Instance &quot;Unable to Locate Credentials&quot; - Can't hit metadata endpoint	2019-08-29T13:02:10.920
57710834	11338451	group.facet = true in sol query 6.6	2019-08-29T13:02:46.473
57710837	11987288	EB GUIDE Studio extension doesn't work anymore after switching to version 6.8	2019-08-29T13:02:54.827
57710838	10158289	Firebase - (DataSnapshot with multiple child nodes user unique key ) -Null Object Refrence	2019-08-29T13:02:55.683
57710843	4790217	calculate time interval and count using aggregate mongoDB	2019-08-29T13:03:13.217
57710847	710955	Own JQuery's .text() with NodeJS/Cheerio	2019-08-29T13:03:24.020
57710853	7328924	How to control a Flutter/Flare animimation based on timer?	2019-08-29T13:03:57.657
57710854	11943137	Is there any way to refresh oauth token before calling appscript Execution API?	2019-08-29T13:04:03.487
57710857	10929170	If a value in a range is null, do nothing. Else execute this. Boggles my mind	2019-08-29T13:04:26.970
57710859	42580	Can grep show matching part of line with &quot;context&quot;?	2019-08-29T13:04:30.390
57710860	955823	Give column the width of container	2019-08-29T13:04:30.837
57710861	4306898	Invalid time zone specified: US/Alaska, US/Arizona, US/Mountain, US/Central etc error in Chrome but working in Mozilla	2019-08-29T13:04:32.117
57710865	11994651	Find any strings in an Array that contain(exact and partial match) elements of array B and exclude from array A in JavaScript	2019-08-29T13:04:36.990
57710867	243192	Typescript inference of parameter type doesn't work in concrete implementation of abstract class	2019-08-29T13:04:43.530
57710868	3071350	How to set Try/Except timeout to find element in Python Selenium?	2019-08-29T13:04:45.297
57710869	200508	Name your own price for in-app subscription	2019-08-29T13:04:45.423
57710871	9728222	Does Hbase Append only apply to String value?	2019-08-29T13:04:47.040
57710872	7197690	Can I using multiple processes to read different subsets of numpy array (or pandas dataframe) safely?	2019-08-29T13:05:02.087
57710874	7786674	Opening programs in safemode with os.startfile	2019-08-29T13:05:13.927
57710875	11875535	&quot;Email me my location&quot; flow returns &quot;Invalid type&quot; error	2019-08-29T13:05:17.430
57710881	8138076	How do I change policy related things directly in Windows registry? (e.g. max pw age)	2019-08-29T13:05:36.517
57710884	3168618	Why it cannot read the file?	2019-08-29T13:05:43.873
57710885	11994686	Documents and Media Selector from only my site	2019-08-29T13:05:51.890
57710887	4508605	Null query result cant fetch in Select query in Oracle	2019-08-29T13:05:55.810
57710889	5752789	Sending custom props to custom component is failing	2019-08-29T13:05:59.490
57710890	11703952	Convert a csv file into a xlsx	2019-08-29T13:06:01.957
57710893	11788408	Return data to select component dropdown in Angular	2019-08-29T13:06:11.723
57710895	10346170	click on dynamically added DOM (ngx-bootstrap datepicker) element in angular	2019-08-29T13:06:12.727
57710896	3112446	How to transform text file with Curly Brackets to JSON	2019-08-29T13:06:13.783
57710897	1218048	Excel VBA Macro select multiple ranges, even duplicate, and export to pdf	2019-08-29T13:06:18.990
57710900	11677082	Activity variations for different screen resolutions in Android Studio	2019-08-29T13:06:25.747
57710905	1879838	Rename columns in postgres	2019-08-29T13:06:31.527
57710907	10988149	How to combine the two span id as a single id?	2019-08-29T13:06:34.797
57710908	7712038	NodeJS - How to download from a blob?	2019-08-29T13:06:37.880
57710910	9518837	PCA shows low explained variance score	2019-08-29T13:06:47.837
57710914	11480559	Where to find Form tab when making a contactform in TYPO3	2019-08-29T13:07:03.787
